         107766256 function calls (106241653 primitive calls) in 3086.154 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      918    0.003    0.000    0.005    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\misc.py:315(_file_like)
     1950    0.003    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\tokenize.py:224(__init__)
      145    0.003    0.000   15.982    0.110 <__array_function__ internals>:2(nansum)
     3328    0.003    0.000    0.003    0.000 {method 'update' of 'dict' objects}
        8    0.003    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\threading.py:1260(enumerate)
      145    0.003    0.000    0.003    0.000 {built-in method _operator.getitem}
      180    0.003    0.000    0.003    0.000 {method 'strftime' of 'datetime.date' objects}
      918    0.003    0.000    0.355    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\meas_info.py:575(copy)
     1260    0.003    0.000    0.058    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\fromnumeric.py:2714(amin)
    298/8    0.003    0.000    0.005    0.001 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\local.py:286(nested_get)
      755    0.003    0.000    0.018    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\uuid.py:621(uuid4)
     1260    0.003    0.000    0.311    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\externals\loky\reusable_executor.py:175(submit)
      459    0.003    0.000    0.005    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\meas_info.py:548(__init__)
     1260    0.003    0.000    0.264    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\externals\loky\process_executor.py:1104(_ensure_executor_running)
      459    0.003    0.000    0.016    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\numeric.py:2317(array_equal)
      459    0.003    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\ctf_comp.py:80(_read_ctf_comp)
      610    0.003    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\uuid.py:280(hex)
     8720    0.003    0.000    0.004    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\pickle.py:219(write)
      870    0.003    0.000    0.007    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\_ufunc_config.py:32(seterr)
      145    0.003    0.000    6.476    0.045 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\feature_selection\_univariate_selection.py:95(<listcomp>)
    15968    0.003    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\multiarray.py:706(dot)
      145    0.003    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\preprocessing\_data.py:64(_handle_zeros_in_scale)
      171    0.003    0.000   13.717    0.080 f:\PythonProjects\NietoExcercise-1\feature_extraction.py:115(saveFeatures)
      870    0.003    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
       90    0.003    0.000    0.003    0.000 {built-in method atexit.unregister}
      181    0.002    0.000    0.002    0.000 {built-in method nt.cpu_count}
      918    0.002    0.000    0.046    0.000 <decorator-gen-16>:1(setup_proj)
      918    0.002    0.000    3.126    0.003 <decorator-gen-8>:1(pick_info)
     3499    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\glob.py:22(iglob)
    12393    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\numerictypes.py:554(<listcomp>)
     1719    0.002    0.000    0.028    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\fromnumeric.py:2589(amax)
       90    0.002    0.000    0.002    0.000 {method 'shuffle' of 'numpy.random.mtrand.RandomState' objects}
     1350    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\threading.py:74(RLock)
     3900    0.002    0.000    0.002    0.000 {method 'readline' of '_io.StringIO' objects}
     1933    0.002    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\warnings.py:468(__exit__)
     1377    0.002    0.000    0.012    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\meas_info.py:777(_update_redundant)
      918    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\evoked.py:785(_check_decim)
       90    0.002    0.000    9.742    0.108 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\disk.py:105(delete_folder)
     3442    0.002    0.000    0.002    0.000 {method 'join' of 'str' objects}
    15968    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\function_base.py:2265(_cov_dispatcher)
     3501    0.002    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\ntpath.py:34(_get_bothseps)
     1500    0.002    0.000    0.008    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\pickle.py:715(save_str)
    153/8    0.002    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\local.py:300(<listcomp>)
    15968    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\function_base.py:276(_average_dispatcher)
  374/332    0.002    0.000    0.009    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\typing.py:1145(__subclasscheck__)
      864    0.002    0.000    1.614    0.002 f:\PythonProjects\NietoExcercise-1\baselineBefore.py:149(getBaselineData)
     1950    0.002    0.000    0.002    0.000 {built-in method _struct.calcsize}
     4940    0.002    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\pickle.py:206(commit_frame)
     2465    0.002    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\scipy\sparse\base.py:1188(isspmatrix)
      102    0.002    0.000    0.004    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\queue.py:27(__init__)
      145    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\preprocessing\_data.py:690(_reset)
    15968    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\stride_tricks.py:137(_broadcast_to_dispatcher)
     1260    0.002    0.000    0.007    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\concurrent\futures\_base.py:312(__init__)
     1015    0.002    0.000    0.008    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\delayed.py:42(unpack_collections)
       90    0.002    0.000    0.087    0.001 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\executor.py:25(get_memmapping_executor)
      549    0.002    0.000    9.046    0.016 <__array_function__ internals>:2(vstack)
  351/320    0.002    0.000    0.007    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\abc.py:196(__subclasscheck__)
    21270    0.002    0.000    0.011    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\_collections_abc.py:719(__iter__)
      459    0.002    0.000    1.442    0.003 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\epochs.py:1163(drop_bad)
     1260    0.002    0.000    0.004    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\concurrent\futures\_base.py:388(add_done_callback)
     1464    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\base.py:152(is_dask_collection)
     1377    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\meas_info.py:174(_format_trans)
      514    0.002    0.000    0.005    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\ntpath.py:75(join)
      145    0.002    0.000    0.575    0.004 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\nanfunctions.py:113(_copyto)
       11    0.002    0.000    0.015    0.001 <frozen importlib._bootstrap_external>:1233(find_spec)
     1260    0.002    0.000    0.024    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\externals\loky\process_executor.py:138(wakeup)
     1219    0.002    0.000    0.009    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\externals\loky\backend\resource_tracker.py:203(_send)
     1950    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\tokenize.py:739(generate_tokens)
     1260    0.002    0.000    0.016    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\multiprocessing\connection.py:279(_send_bytes)
     9065    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\arraysetops.py:144(_unique_dispatcher)
     1377    0.002    0.000    0.009    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\mixin.py:146(_item_to_select)
     1836    0.002    0.000    0.086    0.000 <__array_function__ internals>:2(in1d)
     1260    0.002    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\_parallel_backends.py:124(get_nested_backend)
      459    0.002    0.000    0.971    0.002 C:\Users\Luna\anaconda3\envs\mentalab3\lib\json\decoder.py:334(decode)
      918    0.002    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\transforms.py:61(_to_const)
      261    0.002    0.000    0.004    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\format.py:354(_wrap_header)
      459    0.002    0.000    0.004    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\check.py:38(check_fname)
     1260    0.002    0.000    0.008    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\parallel.py:321(delayed)
     3125    0.002    0.000    0.002    0.000 {method 'encode' of 'str' objects}
      181    0.002    0.000    0.002    0.000 {built-in method atexit.register}
       90    0.002    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\parallel.py:76(get_active_backend)
        3    0.002    0.001    0.002    0.001 <frozen importlib._bootstrap>:861(_find_spec_legacy)
     2295    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\pick.py:1156(<listcomp>)
     1719    0.002    0.000    0.031    0.000 <__array_function__ internals>:2(amax)
        8    0.002    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\core.py:494(quote)
     2694    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
      459    0.002    0.000    0.012    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\fromnumeric.py:2881(prod)
     1405    0.002    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\queue.py:210(_get)
      459    0.002    0.000    0.004    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\ntpath.py:223(splitext)
      459    0.002    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\event.py:177(<listcomp>)
     1260    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\parallel.py:245(__init__)
       90    0.002    0.000    0.007    0.000 f:\PythonProjects\NietoExcercise-1\feature_extraction.py:1030(setOrder)
      153    0.002    0.000    0.003    0.000 f:\PythonProjects\NietoExcercise-1\Inner_Speech_Dataset\Python_Processing\Data_processing.py:54(Select_time_window)
     1405    0.002    0.000    0.002    0.000 {method 'popleft' of 'collections.deque' objects}
  830/241    0.002    0.000    0.005    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\core.py:86(_execute_task)
      145    0.002    0.000    0.031    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\delayed.py:639(__call__)
     1350    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\_parallel_backends.py:34(__init__)
   360/20    0.002    0.000    0.040    0.002 C:\Users\Luna\anaconda3\envs\mentalab3\lib\pickle.py:549(save_reduce)
     5104    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\multiarray.py:143(concatenate)
     1260    0.002    0.000    0.060    0.000 <__array_function__ internals>:2(amin)
      145    0.002    0.000    0.008    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\delayed.py:198(tokenize)
      145    0.002    0.000    0.008    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\_methods.py:245(_ptp)
       90    0.002    0.000    0.016    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\_parallel_backends.py:501(effective_n_jobs)
     1950    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\format.py:190(_check_version)
      486    0.002    0.000    0.011    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\shape_base.py:286(hstack)
     3301    0.002    0.000    0.002    0.000 {built-in method _struct.pack}
     1377    0.002    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\copyreg.py:87(__newobj__)
      918    0.002    0.000    0.002    0.000 f:\PythonProjects\NietoExcercise-1\Inner_Speech_Dataset\Python_Processing\Utilitys.py:135(sub_name)
   260/40    0.001    0.000    0.043    0.001 C:\Users\Luna\anaconda3\envs\mentalab3\lib\pickle.py:837(_batch_setitems)
      459    0.001    0.000    0.004    0.000 <decorator-gen-12>:1(_read_proj)
      145    0.001    0.000   34.386    0.237 <__array_function__ internals>:2(nanvar)
     1689    0.001    0.000    0.074    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\ast.py:30(parse)
      459    0.001    0.000   75.595    0.165 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\open.py:100(fiff_open)
      459    0.001    0.000    0.004    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\_digitization.py:166(_read_dig_fif)
       90    0.001    0.000    9.775    0.109 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\_memmapping_reducer.py:612(_unlink_temporary_resources)
      145    0.001    0.000    5.992    0.041 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\utils\validation.py:764(check_X_y)
      459    0.001    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\genericpath.py:117(_splitext)
     8056    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\multiarray.py:311(where)
      945    0.001    0.000    0.014    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\fromnumeric.py:2418(cumsum)
      180    0.001    0.000    0.037    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\parallel.py:864(_print)
      147    0.001    0.000    0.031    0.000 f:/PythonProjects/NietoExcercise-1/svm_test_loopGoodBefore.py:104(loadAnovaMaskNoClass)
      346    0.001    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\config.py:437(get)
        3    0.001    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:830(get_data)
     1008    0.001    0.000    0.009    0.000 <__array_function__ internals>:2(atleast_2d)
      870    0.001    0.000    0.001    0.000 {built-in method numpy.seterrobj}
       24    0.001    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\multiprocessing\synchronize.py:50(__init__)
      713    0.001    0.000    0.054    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\genericpath.py:16(exists)
      328    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\typing.py:1033(_abc_negative_cache_version)
     1377    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'datetime.datetime' objects}
     8680    0.001    0.000    0.001    0.000 {method 'write' of '_io.BytesIO' objects}
      261    0.001    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\format.py:326(header_data_from_array_1_0)
      181    0.001    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\ntpath.py:472(normpath)
      918    0.001    0.000    0.016    0.000 {method 'max' of 'numpy.ndarray' objects}
      145    0.001    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\utils\validation.py:1034(check_is_fitted)
      459    0.001    0.000    1.454    0.003 <decorator-gen-217>:1(drop_bad)
     6267    0.001    0.000    0.001    0.000 {built-in method _warnings._filters_mutated}
      486    0.001    0.000    0.012    0.000 <__array_function__ internals>:2(diff)
      145    0.001    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\utils.py:717(funcname)
     2065    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
      918    0.001    0.000    0.036    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\proj.py:653(make_projector_info)
       20    0.001    0.000    0.159    0.008 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\externals\loky\backend\popen_loky_win32.py:53(__init__)
      459    0.001    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\mixin.py:267(__len__)
        8    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\core.py:481(__init__)
      145    0.001    0.000    0.001    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
       72    0.001    0.000    0.021    0.000 f:\PythonProjects\NietoExcercise-1\baselineBefore.py:8(__init__)
     2728    0.001    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\os.py:734(encodekey)
      459    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\numerics.py:1020(<listcomp>)
     1260    0.001    0.000   17.103    0.014 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\_parallel_backends.py:537(wrap_future_result)
      181    0.001    0.000    0.013    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\externals\loky\backend\context.py:169(_cpu_count_user)
      180    0.001    0.000    0.036    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\_memmapping_reducer.py:583(register_folder_finalizer)
      145    0.001    0.000   12.347    0.085 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\nanfunctions.py:557(nansum)
      180    0.001    0.000    0.033    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\externals\loky\backend\resource_tracker.py:188(register)
       20    0.001    0.000    0.005    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\os.py:701(copy)
      994    0.001    0.000    0.004    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\_collections_abc.py:657(get)
     1035    0.001    0.000    0.004    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\shape_base.py:219(_vhstack_dispatcher)
     1864    0.001    0.000    0.001    0.000 {built-in method builtins.max}
       90    0.001    0.000    0.026    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\externals\loky\reusable_executor.py:105(get_reusable_executor)
      459    0.001    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\proj.py:340(_read_proj)
       90    0.001    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\_parallel_backends.py:154(_prepare_worker_env)
       18    0.001    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\scipy\ndimage\filters.py:136(_gaussian_kernel1d)
     2148    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\contextlib.py:17(__enter__)
      918    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\numerictypes.py:621(<listcomp>)
      459    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\event.py:179(<dictcomp>)
     1160    0.001    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\_config.py:14(get_config)
      945    0.001    0.000    0.016    0.000 <__array_function__ internals>:2(cumsum)
      459    0.001    0.000    0.005    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\fromnumeric.py:39(_wrapit)
     6303    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      145    0.001    0.000    0.006    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\highlevelgraph.py:577(from_collections)
       90    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\disk.py:42(memstr_to_bytes)
     1405    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\copy.py:66(copy)
      260    0.001    0.000    0.007    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\pickle.py:915(save_global)
      602    0.001    0.000    0.010    0.000 f:\PythonProjects\NietoExcercise-1\feature_extraction.py:1026(getLabels)
      761    0.001    0.000    0.001    0.000 {built-in method from_bytes}
   560/80    0.001    0.000    0.030    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\pickle.py:733(save_tuple)
        8    0.001    0.000    0.012    0.002 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\core.py:130(get)
     1015    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\utils\validation.py:454(_ensure_no_complex_data)
      180    0.001    0.000    0.018    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\_memmapping_reducer.py:168(_get_temp_dir)
      145    0.001    0.000    0.009    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\fromnumeric.py:2490(ptp)
      459    0.001    0.000    0.003    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\meas_info.py:971(_read_bad_channels)
      459    0.001    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\proj.py:677(activate_proj)
     1035    0.001    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\shape_base.py:208(_arrays_for_stack_dispatcher)
      261    0.001    0.000   13.776    0.053 <__array_function__ internals>:2(save)
       90    0.001    0.000    0.005    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\ntpath.py:248(islink)
     2665    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\queue.py:206(_put)
    258/1    0.001    0.000    0.004    0.004 C:\Users\Luna\anaconda3\envs\mentalab3\lib\sre_compile.py:64(_compile)
    175/1    0.001    0.000    0.003    0.003 C:\Users\Luna\anaconda3\envs\mentalab3\lib\sre_parse.py:470(_parse)
      181    0.001    0.000    0.017    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\externals\loky\backend\context.py:110(cpu_count)
      145    0.001    0.000    0.009    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\delayed.py:23(unzip)
      435    0.001    0.000    0.007    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\_ufunc_config.py:433(__enter__)
      459    0.001    0.000    0.003    0.000 <decorator-gen-13>:1(activate_proj)
     1836    0.001    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\utils\misc.py:322(<genexpr>)
       40    0.001    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\externals\cloudpickle\cloudpickle_fast.py:705(__init__)
       72    0.001    0.000    7.464    0.104 f:\PythonProjects\NietoExcercise-1\baselineBefore.py:39(loadBaselineData)
      459    0.001    0.000    0.017    0.000 <__array_function__ internals>:2(array_equal)
     1689    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\format.py:597(<listcomp>)
     1740    0.001    0.000    0.001    0.000 {built-in method numpy.geterrobj}
     1884    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        8    0.001    0.000    0.006    0.001 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\dask\core.py:360(_toposort)
      435    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\_ufunc_config.py:429(__init__)
      783    0.001    0.000    0.001    0.000 {built-in method builtins.repr}
      918    0.001    0.000    0.035    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\proj.py:507(make_projector)
       28    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\tempfile.py:146(rng)
       28    0.001    0.000    0.001    0.000 {built-in method _thread.start_new_thread}
      435    0.001    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\_ufunc_config.py:438(__exit__)
      497    0.001    0.000    0.001    0.000 {method '_acquire_restore' of '_thread.RLock' objects}
      459    0.001    0.000    0.001    0.000 {method 'resize' of 'numpy.ndarray' objects}
       40    0.001    0.000    0.048    0.001 C:\Users\Luna\anaconda3\envs\mentalab3\lib\pickle.py:408(dump)
     1377    0.001    0.000    0.001    0.000 {method 'copy' of 'list' objects}
       90    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\_parallel_backends.py:280(__init__)
     1377    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
     1260    0.001    0.000    0.001    0.000 {method '__enter__' of '_multiprocessing.SemLock' objects}
       27    0.001    0.000    0.002    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\scipy\ndimage\_ni_support.py:68(_get_output)
      290    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\sklearn\base.py:335(_check_n_features)
       90    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\joblib\_memmapping_reducer.py:338(__init__)
     1819    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
      145    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\uuid.py:226(__str__)
      486    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\function_base.py:1148(_diff_dispatcher)
      261    0.001    0.000    0.001    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\lib\format.py:195(magic)
      459    0.001    0.000    0.005    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\mne\io\meas_info.py:1468(_read_extended_ch_info)
      918    0.001    0.000    0.015    0.000 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\numpy\core\_methods.py:37(_amax)
       27    0.001    0.000    2.646    0.098 C:\Users\Luna\anaconda3\envs\mentalab3\lib\site-packages\scipy\ndimage\filters.py:54(correlate1d)
